Language name,Alternate language names,Country,Region,Resource Title,Resource URL,"Resource type (please only choose from the dropdown list, don't type anything here!)",
Hindi,हिन्दी,India,South Asia,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/hindi-covid-19-public-service-announcement,Audio,
Hindi,हिन्दी,India,South Asia,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/understanding-the-coronavirus_hindi,Audio,
Hindi,हिन्दी,India,South Asia,Louisville Public Health fact sheet,https://drive.google.com/open?id=1_jSgs9inN-9F5xljbOVSkTxRo6c66P6O,Document,
Hindi,हिन्दी,India,South Asia,International SOS Need to Know slides,https://pandemic.internationalsos.com/-/media/pandemic/files/pan-comms-new-corona-virus/intlsos_coronavirus_disease_2019_talk_simplified_v3_hi_in.pptx?la=en,Document,
Hindi,हिन्दी,India,South Asia,King County (WA) fact sheet,https://welcoming.seattle.gov/covid-19/?utm_source=WASCLA+Members&utm_campaign=f9ef53ee9b-EMAIL_CAMPAIGN_2020_03_04_10_45&utm_medium=email&utm_term=0_ec7c02e82f-f9ef53ee9b-47852315&mc_cid=f9ef53ee9b&mc_eid=6e5511a48a,Document,
Hindi,हिन्दी,India,South Asia,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Hindi-Covid19-Guidance.pdf,Document,
Hindi,हिन्दी,India,South Asia,NYC Health fact sheet,https://www1.nyc.gov/assets/doh/downloads/pdf/imm/coronavirus-factsheet-hi.pdf,Document,
Hindi,हिन्दी,India,South Asia,CDC fact sheet,https://cdn.branchcms.com/DZAwJB3wVW-1030/images/COVID-19/2020-03-12-share-facts-h_Hindi.jpg,Image/poster,
Hindi,हिन्दी,India,South Asia,Medical terminology glossary from Oxford Languages,https://oxford.ly/OLC19Hindi,Document,
Hindi,हिन्दी,India,South Asia,Hesperian info and prevention page,https://hi.hesperian.org/hhg/%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A5%8B%E0%A4%A8%E0%A4%BE%E0%A4%B5%E0%A4%BE%E0%A4%AF%E0%A4%B0%E0%A4%B8_%E0%A4%B0%E0%A5%8B%E0%A4%97,Web page,
Hindi,हिन्दी,India,South Asia,SBS Australia information page,https://www.sbs.com.au/language/hindi/coronavirus-updates,Web page,
Hindi,हिन्दी,India,South Asia,Victoria DHHS announcement,https://www.dhhs.vic.gov.au/covid-19-public-service-announcement-hindi,Web page,
Hindko,ہندکو,Pakistan,South Asia,Prevention and information video from VirALLanguages,https://youtu.be/6Gl6YJKe4gU,Video,
Hindko,ہندکو,Pakistan,South Asia,Prevention and information video from Forum for Language Initiatives,https://drive.google.com/file/d/1o261vVjJ7YTHASKrEhqpMkdbzR2DSgxi/view?usp=sharing,Video,
Hla'alua,Saaroa,Taiwan,East Asia,Prevention infographic,https://drive.google.com/open?id=1hh01Xq1rZejOh9DEYsEYKDGTp4kzTk-s,Image/poster,
Hla'alua,Saaroa,Taiwan,East Asia,Cover your cough and sneeze poster,https://drive.google.com/open?id=1Zeb283ZoDQC0OPm94dSqyL8WVLSRcH2y,Image/poster,
Hmong,lus Hmoob ,"China, Laos, Vietnam","Southeast Asia, East Asia",Translated resources from the Australian Government,https://www.health.gov.au/resources/translated?f%5B0%5D=field_language%3A2954,Web page,
Hmong,lus Hmoob ,"China, Laos, Vietnam","Southeast Asia, East Asia",Pfizer-BioNTech COVID-19 Vaccine Fact Sheets for Recipients and Caregivers in Hmong,https://www.fda.gov/media/144653/download,Document,
Hmong,lus Hmoob ,"China, Laos, Vietnam","Southeast Asia, East Asia",Janssen COVID-19 Vaccine Fact Sheets for Recipients and Caregivers in Hmong,https://www.fda.gov/media/146738/download,Document,
Hmong,lus Hmoob ,"China, Laos, Vietnam","Southeast Asia, East Asia",Moderna COVID-19 Vaccine Fact Sheets for for Recipients and Caregivers in Hmong,https://www.fda.gov/media/144824/download,Document,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",CDC home care poster,https://www.cdc.gov/coronavirus/2019-ncov/downloads/10Things-Hmong.pdf,Image/poster,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT COVID-19 vs. flu and allergies,https://twincitiespbs.sharepoint.com/sites/TPTCOVID-19PublicInfoTeam/Shared Documents/Forms/AllItems.aspx?id=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20COVID%2019%20Social%20Media%20Banners%2FFlu%20Allergies%20vs%2E%20COVID%2019%2FCOVID19%20vs%20Flu%20vs%20Allergies%5FHmong%2Ejpg&parent=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20COVID%2019%20Social%20Media%20Banners%2FFlu%20Allergies%20vs%2E%20COVID%2019&p=true&originalPath=aHR0cHM6Ly90d2luY2l0aWVzcGJzLnNoYXJlcG9pbnQuY29tLzppOi9zL1RQVENPVklELTE5UHVibGljSW5mb1RlYW0vRVdRNnFtUWxHWHBEbWtsNGJ1SVlxaU1CdkNnZWJja3J4bE1BUUhrb0RJUlE1dz9ydGltZT0zWE5NeFduYTEwZw,Document,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",MN Dept of Health overview poster,https://www.health.state.mn.us/diseases/coronavirus/materials/basicshmong.pdf,Document,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",HIP infographic posters,https://hipcalifornia.com/covid19,Image/poster,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",Minnesota shelter-in-place graphic,https://twincitiespbs.sharepoint.com/sites/TPTCOVID-19PublicInfoTeam/Shared Documents/Forms/AllItems.aspx?id=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20COVID%2019%20Social%20Media%20Banners%2FShelter%20In%20Place%2FStay%20At%20Home%20for%20JIC%20and%20TPT%20NOW%2FShelterInPlace%5FHMONG%2Ejpg&parent=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20COVID%2019%20Social%20Media%20Banners%2FShelter%20In%20Place%2FStay%20At%20Home%20for%20JIC%20and%20TPT%20NOW&p=true&originalPath=aHR0cHM6Ly90d2luY2l0aWVzcGJzLnNoYXJlcG9pbnQuY29tLzppOi9zL1RQVENPVklELTE5UHVibGljSW5mb1RlYW0vRVlWbjB1THNmd3BEczdqektxSHQ3R1FCS3dreWZmSlJyYU5nWXFhRld3ZF80dz9ydGltZT1lWTdLclduYTEwZw,Image/poster,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT protect yourself graphic,https://www.tpt.org/content/uploads/2020/03/protect-yourself-hmong-final.png,Image/poster,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT social distancing graphic,https://www.tpt.org/content/uploads/2020/03/social-distancing-hmong.jpg,Image/poster,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT travel restrictions graphic,https://www.tpt.org/content/uploads/2020/03/travel-health-notices-hmong-final.png,Image/poster,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT hand washing graphic,https://www.tpt.org/content/uploads/2020/03/wash-hands-hmong-final.png,Image/poster,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",Translated address from Minnesota governor,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DlDD62l3_IVY%26fbclid%3DIwAR3-toe7sPkASJvmTRJ4jTRcvlbjiJAdneZi1TY3xRCbppLb1mZQbDGr0Ck&h=AT1LmHVwxCjo9LwA1N6eA2MH1Petgz8RgI1ssvkfI3cY2sC--G87Pc01L-FdoUFgTHx7mFEj-uHIYEoKxUPD1uCV05QWdS39o9wiZa3c1D8KNmkA90xtR0c4UZyTMKRKdXvQCNywmhhZ58AvGmrtvUCHD0Slwwc-42Rp8yi5LV8b-Mr8-hlidbVJWZ4uvzhX1OWLrMvPNgjccYXk5qlUyrbqw6mYi7zwvLvmTyMYaFEJIIwXRvWpikwget7ojWjx3G3n3wCTmEWPyFg4n-7MrchDeAtp6nhhHjbHvS1WF4U0-hGbigofsvfkZMidSzQJ6aPoaCnFV0sNwsLAdkrZWHaoxTQNmsv3pAE41WnKTu6wltUjfhNvYf0G40YN0oPvbIcGo3eYP9SS7HLvWgn5gGcW9TFAy2GVD29CXWG5k41hLRjf6G_k4wsXowIvdqad4Ot16cQVOmLGP0wSwrPD8ZrqLlcJ_633-iQ2LKML7KuqiTSgjQOLBTQAjaEXq-wF64E0k1l9cHFbmABuOqsUuc6gnzSrVnD6p3o-dy0-TBbqzCLy47NVbqgVjEKysA4w_lJfghAo5qm3FY18gSceg21pHuZs5S8aA7DuVIGWmIR4mwsyB1BBnOuTruW1KzHHhAXlWQxO,Video,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT COVID-19 explainer video,https://twincitiespbs.sharepoint.com/sites/TPTCOVID-19PublicInfoTeam/Shared Documents/Forms/AllItems.aspx?id=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20Video%20Shorts%2FESL%20COVID%5F19%20Explained%2FCovid%2D19%20Explained%20Hmong%2Emp4&parent=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20Video%20Shorts%2FESL%20COVID%5F19%20Explained&p=true&originalPath=aHR0cHM6Ly90d2luY2l0aWVzcGJzLnNoYXJlcG9pbnQuY29tLzp2Oi9zL1RQVENPVklELTE5UHVibGljSW5mb1RlYW0vRVM3ZHA4YVRlNjVMck9UZE9zODhxWkVCblNtMWN1TzUycUNuNmdzaWhHZUVZZz9ydGltZT1VbnVtRzJyYTEwZw,Video,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",TPT hand washing video,https://twincitiespbs.sharepoint.com/sites/TPTCOVID-19PublicInfoTeam/Shared Documents/Forms/AllItems.aspx?id=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20Video%20Shorts%2FESL%20Handwashing%2FHandwashing%5FHmong%5FTPTNOW%2Emp4&parent=%2Fsites%2FTPTCOVID%2D19PublicInfoTeam%2FShared%20Documents%2FGeneral%2FALL%20ESL%20COVID%2019%2FESL%20Video%20Shorts%2FESL%20Handwashing&p=true&originalPath=aHR0cHM6Ly90d2luY2l0aWVzcGJzLnNoYXJlcG9pbnQuY29tLzp2Oi9zL1RQVENPVklELTE5UHVibGljSW5mb1RlYW0vRVNJRlRLVnFvNDFKbGFYNzkxQTlmQ2dCaDV3dkhJMTBKS05sTVJZQ1gzeFVuZz9ydGltZT1aTmx1MlduYTEwZw,Video,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",WHO myth busters information page,https://covid-no-mb.org/?page_id=1523,Web page,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",USAHello information page,https://usahello.org/hmn/coronavirus-information/,Web page,
Hmong,lus Hmoob,"China, Laos, Vietnam","Southeast Asia, East Asia",SBS Australia information page,https://www.sbs.com.au/language/hmong/coronavirus-updates,Web page,
Ho,हो जगर,India,South Asia,Translated info sheet from Adivasi Lives Matter,https://docs.google.com/spreadsheets/d/1_1ukDoZe4c5LDC3WDFNLpfTPq91woIp1JES07_9vscM/edit,Document,
Ho,हो जगर,India,South Asia,Detailed info video from Ho Student Union Odisha,https://www.facebook.com/birbasa.ho/videos/2532693190282598/UzpfSTEyNTUwODcxOTc6MTAyMjE3MTgwNDExMjEwMTc/?epa=SEARCH_BOX,Video,
Huambisa,Wampis,Peru,South America,MINSA information poster,https://drive.google.com/open?id=1wx7n2KhxsesrB-n2DwLulAOc_fLKi7DM,Image/poster,
Huambisa,Wampis,Peru,South America,MINSA hand washing poster,https://drive.google.com/open?id=1ZO1XiQokXRZBKe91igQLhQ9m6d83lHAw,Image/poster,
Huambisa,Wampis,Peru,South America,Prevention infographic,https://www.facebook.com/malcridas/photos/pcb.2820790881371416/2820789591371545/?type=3&theater,Image/poster,
Huanca Quechua,"Wanka Quechua, Wanka Nunashimi",Peru,South America,MINSA information poster,https://drive.google.com/open?id=1_mkqjQBdmkP6nPFzahIImWI6ZTjptY8k,Image/poster,
Huanca Quechua,"Wanka Quechua, Wanka Nunashimi",Peru,South America,MINSA hand washing poster,https://drive.google.com/open?id=1GqtbrfEucbnKnqRD6FJeRtFdBBRlR73C,Image/poster,
Huarijio,Guarijío,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_guarijio.pdf,Document,
Huarijio,Guarijío,Mexico,Mexico-Central America-Caribbean,Prevention video (youth-oriented),https://www.facebook.com/163587964085286/videos/292491181738322/,Video,
Huarijio,Guarijío,Mexico,Mexico-Central America-Caribbean,What is COVID-19 video (youth-oriented),https://www.facebook.com/VientosTV/videos/1115770312104097/,Video,
Huasteco,Tének,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_huasteco.pdf,Document,
Huasteco,Tének,Mexico,Mexico-Central America-Caribbean,INALI prevention video (urban contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/covid-19/Huasteco_Coronavirus_Covid-19.mp4,Video,
Huasteco,Tének,Mexico,Mexico-Central America-Caribbean,INALI prevention video (rural contexts),https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/videos/videos_pertinencia/Huasteco_Cultural.mp4,Video,
Huautla Mazatec,Mazateco,Mexico,Mexico-Central America-Caribbean,"""Do the 5"" poster from Translation Commons",https://translationcommons.org/covid19multilingual/?uid=mau-000,Image/poster,
Huave,"Wabe, Ombeayii&uuml;ts, Umbeyajts",Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_huave.pdf,Document,
Huichol,Wixárika,Mexico,Mexico-Central America-Caribbean,COVID-19 emergency signs from Translations 4 Our Nations,https://www.translations4ournations.org/wp-content/uploads/Huichol-Emergency.pdf,Document,
Huichol,Wixárika,Mexico,Mexico-Central America-Caribbean,General info for Indigenous elders from Translations 4 Our Nations,https://www.translations4ournations.org/wp-content/uploads/Elders-Huichol.pdf,Document,
Huichol,Wixárika,Mexico,Mexico-Central America-Caribbean,Traveling to cities info sheet from Translations 4 Our Nations,https://www.translations4ournations.org/wp-content/uploads/Huichol-Travel.pdf,Document,
Huichol,Wixárika,Mexico,Mexico-Central America-Caribbean,Info for Indigenous children & youth from Translations 4 Our Nations,https://www.translations4ournations.org/wp-content/uploads/Huichol-Kids.pdf,Document,
Huichol,Wixárika,Mexico,Mexico-Central America-Caribbean,Cultural Survival healthy food in the community audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-wixarika-alimentacion-sana-en-la-comunidad,Audio,
Huichol,Wixárika,Mexico,Mexico-Central America-Caribbean,INALI prevention brochure,https://site.inali.gob.mx/Micrositios/materiales_de_prevencion_covid-19/pdf/covid_huichol.pdf,Document,
Hungarian,magyar nyelv,Hungary,Europe,NHS guidance document,https://www.doctorsoftheworld.org.uk/wp-content/uploads/2020/04/Hungarian-Covid19-Guidance.pdf,Document,
Hungarian,magyar nyelv,Hungary,Europe,WHO myth busters information page,https://covid-no-mb.org/?page_id=1187,Web page,
Hungarian,magyar nyelv,Hungary,Europe,Hungarian government site,https://www.nnk.gov.hu/,Web page,
Hyolmo,"Yolmo, Helambu Sherpa",Nepal,South Asia,Informational video from Indigenous Television,https://www.youtube.com/watch?v=MkehWOQNqmA,Video,
Ibaloi,"Ibaloy, ësël ivadoy",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=16Qku06bhtXaz0QH_IO2r__g_2j9maB9l,Image/poster,
Ibanag,Ybanag,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1b1LbqVg8Tb2YQO0vRNslf5W6bjzbVHte,Image/poster,
Ibanag,Ybanag,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,
Ibatan,"Ivatan, Chirin nu Ibatan",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1xWNACSSzCdJODq8_L1ZMxM3CdQHOEBfC,Image/poster,
Ibatan,"Ivatan, Chirin nu Ibatan",Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,
Ibibio,,Nigeria,Africa,"""Do the 5"" poster from Translation Commons",https://translationcommons.org/covid19multilingual/?uid=ibb-000,Image/poster,
Icelandic,íslenska ,Iceland,Europe,Informasjon til deg som har tatt koronatest Språk: Islandsk,https://www.fhi.no/contentassets/8afe4dac09ca4b4f8a939f2d488547fa/vedlegg/islandsk-icelandic_informasjon-til-deg-som-har-tatt-koronatest.pdf,Document,
Icelandic,íslenska,Iceland,Europe,Icelandic Government site,https://www.covid.is/,Web page,
Ifugao,Batad,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1w72c2gGBoKjjidPoTCyxjtBI1QiY6fjI,Image/poster,
Igbo,,Nigeria,Africa,COVID-19 vaccine information in Igbo,https://vimeo.com/510321482,Video,
Igbo,,Nigeria,Africa,Igbo translations of COVID-19 terms,https://drive.google.com/file/d/1cbA3NhaPKGCgbqnuelXt3EYeOJyFdgye/view?usp=sharing,Document,
Igbo,,Nigeria,Europe,Translations of COVID-19 terms from Ụwandịigbo,https://uwandiigbo.org/wp-content/uploads/2020/05/Coronavirus-Terms.pdf,Document,
Igbo,,Nigeria,Africa,Information and prevention video,https://drive.google.com/open?id=1-4oSznYoMIsSV1o16ZA7KG7U8FO_ZVga,Video,
Igbo,,Nigeria,Africa,Informational video,https://drive.google.com/open?id=1MMmvv4zuX8KYEvj-0R2hkbzbD82yChq5,Video,
Ilocano,Ilokano,Philippines,Southeast Asia,Hawaiʻi Dept of Health info flyer,https://hawaiicovid19.com/wp-content/uploads/2020/04/COVID-19-poster_final-ILOCANO.pdf,Document,
Ilocano,Ilokano,Philippines,Southeast Asia,Prevention and information posters from Bagong Gawi,https://www.facebook.com/pg/bagonggawiph/photos/?tab=album&album_id=125017652587404,Image/poster,
Ilocano,Ilokano,Philippines,Southeast Asia,Hawaiʻi Dept. of Health FAQ,https://health.hawaii.gov/docd/files/2020/02/COVID-19_FAQs_ILOCANO.pdf,Document,
Ilocano,Ilokano,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1UKRyRNNzmEKBd0Ysmi_BcDBTHdO_7wuI,Image/poster,
Ilocano,Ilokano,Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,Victoria DHHS audio message,https://soundcloud.com/betterhealthcast/bahasa-indonesian-covid-19-public-service-announcement,Audio,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,NZ Ministry of Health public gathering guide,https://www.health.govt.nz/system/files/documents/pages/advice-for-public-events-and-mass-gatherings-covid-19-5march2020_indones.pdf,Document,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,NZ Ministry of Health self-quarantine advice,https://www.health.govt.nz/system/files/documents/pages/self-isolation-covid-19-3march2020_indonesian.pdf,Document,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,NSW Govt symptoms poster,https://www.health.nsw.gov.au/Infectious/diseases/Documents/covid-19-seek-help-indonesian.pdf,Document,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,Victoria DHHS announcement,https://www.health.nsw.gov.au/Infectious/diseases/Pages/coronavirus-faqs-ms.aspx,Document,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,SBS Australia information page,https://www.sbs.com.au/language/indonesian/coronavirus-updates,Web page,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,WHO myth busters page,https://covid-no-mb.org/?page_id=376,Web page,
Indonesian,bahasa indonesia,Indonesia,Southeast Asia,Hesperian information and prevention page,https://id.hesperian.org/hhg/Coronavirus,Web page,
Indus Kohistani,"Kōstāĩ, Abasin Kohistani, Maiyã",Pakistan,South Asia,Prevention and information video from Forum for Language Initiatives,https://drive.google.com/file/d/1BsyL9wzrXuwgGLqfLs7IO73fcsZ9JKlm/view?usp=sharing,Video,
Indus Kohistani,"Kōstāĩ, Abasin Kohistani, Maiyã",Pakistan,South Asia,Prevention poster from Forum for Language Initiatives,https://drive.google.com/file/d/11HuiS9TWqwIcDUYw-Tomhi9iL4nZaMN3/view?usp=sharing,Image/poster,
Indus Kohistani,"Kōstāĩ, Abasin Kohistani, Maiyã",Pakistan,South Asia,Information and prevention video from VirALLanguages,https://youtu.be/_7kmj7MgEs0,Video,
Indus Kohistani,"Kōstāĩ, Abasin Kohistani, Maiyã",Pakistan,South Asia,Information and prevention audio message from Khyber Pakhtunkhwa govt.,https://www.youtube.com/watch?v=znRdRq-RMts&feature=youtu.be,Video,
Inga Kichwa,Ingano,Colombia,South America,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-inga-organizacion-indigena-de-colombia-onic,Audio,
Inga Kichwa,Ingano,Colombia,South America,Information sheet from Caro y Cuervo,https://www.mincultura.gov.co/prensa/noticias/Documents/Patrimonio/Lengua Inga.docx,Document,
Ini,"Romblomanon, Niromblon",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1QhKyU70NvmCUj8M5pbqoHSexjur7BpDp,Image/poster,
Innu-aimun,,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,
Innu-aimun,,Canada,North America,"""Prevent the spread"" poster from Public Health Agency Canada",https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-moe.pdf?,Image/poster,
Inuinnaqtun,,Canada,North America,"""Prevent the spread"" poster from Public Health Agency Canada",https://www.canada.ca/content/dam/hc-sc/documents/services/publications/diseases-and-conditions/indigenous-peoples-help-reduce-spread-covid-19/indigenous-peoples-help-reduce-spread-covid-ikt.pdf?,Image/poster,
Inuktitut,South Baffin ᕿᑭᖅᑖᓗᒃ ᓂᒋᐊᓂ,Canada,North America,Informations pour les allophones (COVID-19),https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/informations-allophones-covid-19#c626033,Web page,
"Inuktitut, North Baffin",,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,
"Inuktitut, South Baffin",ᕿᑭᖅᑖᓗᒃ ᓂᒋᐊᓂ,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,
Inupiaq,"Iñupiatun, Inupiaqtun","US, Canada",North America,Doyon Foundation blog with translated information and prevention tips,https://doyonfoundation.wordpress.com/tag/covid-19/,Web page,
Inuttitut,Nunatsiavummiutut,Canada,North America,Public Health Agency Canada announcement,https://www.sac-isc.gc.ca/eng/1583781906998/1583781926813,Document,
Iraqw,,Tanzania,Africa,WHO myth busters information page,https://covid-no-mb.org/?page_id=1293,Web page,
Iraya,Iraya Mangyan,Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1WudMO3ZcvvtHfobOEC9R10h1t8mzmycf,Image/poster,
Irish Gaelic,Gaeilge,Ireland,Europe,Bilingual airport info poster (Irish/English),https://healthservice.hse.ie/filelibrary/staff/covid-19-bilingual-leaflet-airports-a5.pdf,Image/poster,
Irish Gaelic,Gaeilge,Ireland,Europe,Hand hygiene poster,https://healthservice.hse.ie/filelibrary/staff/hand-washing-poster-irish.pdf,Image/poster,
Irish Gaelic,Gaeilge,Ireland,Europe,Bilingual info poster (Irish/English),https://www.hse.ie/eng/services/news/newsfeatures/covid19-updates/partner-resources/covid-19-a3-bilingual-poster.pdf,Image/poster,
Irula,இருளா,India,South Asia,WHO myth busters information page,https://covid-no-mb.org/?page_id=1849,Web page,
Itawis,"Itawit, Itawes",Philippines,Southeast Asia,Kids' coloring book with prevention info from Philippine Science High School,http://www.publiscience.org/wp-content/uploads/2020/07/KaC-Itawes.pdf,Document,
Itawis,"Itawit, Itawes",Philippines,Southeast Asia,Prevention and information posters,https://drive.google.com/open?id=1c-T7SjKYB7OX5kGZOnv26sDxfZZOSwTC,Image/poster,
Itawis,"Itawit, Itawes",Philippines,Southeast Asia,WHO crowd-translated infographic (suggest revisions here),https://www.facebook.com/spvnya/posts/3144473102230476?hc_location=ufi,Image/poster,
Itza',,Guatemala,Mexico-Central America-Caribbean,Cultural Survival information audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-itza-academia-de-lenguas-mayas-de-guatemala,Audio,
Itza',,Guatemala,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=Jjb0haBWtag&feature=youtu.be,Video,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Cultural Survival audio message,https://soundcloud.com/culturalsurvival/coronavirus-idioma-ixil-academia-de-lenguas-mayas-de-guatemala,Audio,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Information video,https://m.facebook.com/story.php?story_fbid=207262377042596&id=802699729798261&_rdr,Video,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Prevention video,https://vimeo.com/401173779,Video,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Prevention video (Nebaj variety),https://www.facebook.com/1473030180/posts/3786219942032/,Video,
Ixil,,Guatemala,Mexico-Central America-Caribbean,Basic prevention video,https://www.youtube.com/watch?v=edAkVgsmVxE,Video,
Jamaican Country Sign Language,Konchri Sain,Jamaica,Mexico-Central America-Caribbean,Informational video,https://www.youtube.com/watch?v=ts1xFOIL4q0&feature=youtu.be,Video,
Japanese Sign Language,"日本手話, JSL",Japan,East Asia,WHO myth busters information video,https://youtu.be/eeM70iqRsOo,Video,
Javanese,,Indonesia,Southeast Asia,Symptoms and prevention poster,https://twitter.com/watespahpoh/status/1242297680681766913?s=20,Image/poster,
Jèrriais,,"Channel Islands, UK, France",Europe,Health guidelines,https://twitter.com/le_jerriais/status/1239659609239019521,Image/poster,
Jinghpaw,"Jingpho, Kachin, ကချင်ဘာသာ",Myanmar,Southeast Asia,Audio message,https://themimu.info/sites/themimu.info/files/documents/SLOGAN_CORONA_VIRUSKA_CHIN.mp2,Audio,
Jinghpaw,"Jingpho, Kachin, ကချင်ဘာသာ",Myanmar,Southeast Asia,Cover your cough poster,https://themimu.info/sites/themimu.info/files/documents/Guide_Cough_Etiquette_Kachin.jpg,Image/poster,
Jinghpaw,"Jingpho, Kachin, ကချင်ဘာသာ",Myanmar,Southeast Asia,Prevention billboard,https://themimu.info/sites/themimu.info/files/documents/Guide_COVID-19_Billboard_Kachin.jpg,Image/poster,
Jinghpaw,"Jingpho, Kachin, ကချင်ဘာသာ",Myanmar,Southeast Asia,How to wear a face mask,https://themimu.info/sites/themimu.info/files/documents/Guide_How_to_Wear_Mask_Kachin.jpg,Image/poster,
